Mileage_km,Price_$,Bike,Type_of_Bike,Used_Time
3980,10000,GSX-R 750,Suzuki Sportbike,2019
395,7499,BOULEVARD C50,Suzuki Cruiser,2018
0,5500,SV650 ABS,Suzuki Standard,2017
8544,13977,GSX-R1000,Suzuki Sportbike,2017
6025,12000,HAYABUSA 1340,Suzuki SportTouring,2016
7662,10664,GSX-R600,Suzuki Sportbike,2016
12424,6250,V-STROM 650 ABS,Suzuki Dual Sport,2016
8951,13199,GSX1300RK9 1250FA,Suzuki Custom,2009
1569,7500,GSX-R 600,Suzuki Sportbike,2009
3987,10599,GSX-R 750,Suzuki Sportbike,2008
19556,2999,INTRUDER VOLUSIA 800,Suzuki Cruiser,2002
2,9995,GSX-S1000,Suzuki Sportbike,2023
2,8999,BOULEVARD C50T C50 T,Suzuki Cruiser,2023
0,8599,BURGMAN 400,Suzuki Scooter,2023
0,12849,GSX-R750,Suzuki Sportbike,2023
242,10500,GSX-S 1000 ABS,Suzuki Sportbike,2023
2,15499,GSX-R1000R,Suzuki Sportbike,2023
0,7099,DR-Z400S,Suzuki Dual Sport,2023
0,16990,GSX-R1000R,Suzuki Sportbike,2023
1,7099,DR-Z400S,Suzuki Standard,2023
0,15490,GSX-R1000,Suzuki Sportbike,2023
4,14849,V-STROM 1050XT,Suzuki Standard,2022
0,4999,GSX250R ABS,Suzuki Sportbike,2022
11904,14495,GSX-R1000R,Suzuki Sportbike,2020
0,6799,RM-Z250,Suzuki Dirt Bike,2020
132,6495,DR-Z400SM,Suzuki Dual Sport,2020
2589,10999,GSX R 600,Suzuki Sportbike,2019
887,8599,V-STROM 650XT TOURING,Suzuki Sport Touring,2019
0,12000,GSX-R 750,Suzuki Sportbike,2018
4514,10950,BURGMAN 650 ABS EXECUTIVE,Suzuki Trike,2018
777,6500,BOULEVARD M90,Suzuki Cruiser,2013
0,11700,HAYABUSA GSX 1300,Suzuki Sportbike,2013
0,11999,HAYABUSA 1300R,Suzuki Sportbike,2012
1435,10500,VZR1800,Suzuki Cruiser,2011
5599,3499,BOULEVARD C50,Suzuki Cruiser,2009
0,7799,DR-Z400SM,Suzuki Standard,2023
0,7849,SV650 ABS,Suzuki Standard,2023
1,17499,HAYABUSA,Suzuki Sportbike,2023
0,7099,DR-Z400S,Suzuki Standard,2023
0,4999,GSX250R ABS,Suzuki Sportbike,2022
1274,16999,HAYABUSA,Suzuki Sportbike,2022
619,18795,HAYABUSA,Suzuki Sportbike,2022
0,6590,RM-Z450,Suzuki Mx,2021
2024,6299,SV650,Suzuki Standard,2020
6354,14499,V-STROM 1050XT,Suzuki Dual Sport,2020
135,13999,BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2020
1072,9995,BOULEVARD M90,Suzuki Cruiser,2019
11105,5977,V-STROM 650XT TOURING 650XT ABS,Suzuki Dual Sport,2019
1149,6288,V-STROM 1000,Suzuki Dual Sport,2018
7136,10999,BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2017
6820,14000,GSX-R 1000R ABS,Suzuki Sportbike,2017
5059,13990,HAYABUSA,Suzuki Sportbike,2017
11415,4999,BOULEVARD C 50 C50,Suzuki Cruiser,2009
2,13999,BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2023
2,14499,GSX-R1000,Suzuki Sportbike,2023
0,12499,V-STROM 800DE ADVENTURE 1050DE ADVENTURE,Suzuki Standard,2023
0,11895,DL1050RCM2,Suzuki Dual Sport,2022
2,6999,GSX-S750,Suzuki Sportbike,2022
252,7999,GSX-S750Z ABS,Suzuki Sportbike,2022
0,5988,RM-Z250,Suzuki Dirt Bike,2022
0,2209,DR-Z50,Suzuki Dirt Bike,2022
0,6299,DR-Z400SM,Suzuki Competition,2022
419,8750,V-STROM 650 ABS,Suzuki Dual Sport,2022
0,6190,RM-Z250,Suzuki Mx,2021
6045,7999,V-STROM 650 ABS,Suzuki Touring,2020
7457,7699,GSX-S750Z,Suzuki Standard,2019
5185,3497,BOULEVARD M90,Suzuki Cruiser,2009
19026,3999,BOULEVARD C90T,Suzuki Cruiser,2005
6411,5800,GS 1100ES,Suzuki Classic / Vintage,1983
0,8199,V-STROM 650,Suzuki SportTouring,2023
0,11699,GSX-R600,Suzuki Sportbike,2023
1,7799,DR-Z400SM,Suzuki Custom,2023
0,10990,GSX-R600,Suzuki Sportbike,2023
1,15599,BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2023
660,16899,GSX1300RRM2,Suzuki Custom,2022
0,17495,HAYABUSA W/FULL YOSHIMURA EXHAUST (GSX1300R),Suzuki Sportbike,2022
1,4499,BURGMAN 200,Suzuki Scooter,2022
3728,16299,GSX-R 1000R,Suzuki Sportbike,2020
1141,16499,GSXR1000R,Suzuki Sportbike,2018
1486,11800,BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2018
3926,9795,V STROM 1000XT,Suzuki Dual Sport,2018
6400,8590,GSX-R600,Suzuki Sportbike,2015
10265,6999,DL,Suzuki Dual Sport,2015
0,15000,HAYABUSA 1300,Suzuki Sportbike,2013
1243,5700,BOULEVARD C50,Suzuki Touring,2008
16653,10000,HAYABUSA GSX 1300,Suzuki Sportbike,2006
929,6350,BURGMAN 650,Suzuki Scooter,2003
403,14990,VZR1800BZM3 C50 T B.O.S.S.,Suzuki Cruiser,2023
0,2999,RM85,Suzuki Dirt Bike,2023
0,7799,DR-Z400SM,Suzuki Dual Sport,2023
1,12849,GSX-R750,Suzuki Sportbike,2023
0,7799,DR-Z400SM,Suzuki Competition,2023
0,15849,GSX-R 1000,Suzuki Standard,2022
0,8999,RM-Z450,Suzuki Dirt Bike,2022
0,7599,DR-Z400SM,Suzuki Dual Sport,2022
0,8999,RM-Z450,Suzuki Dirt Bike,2022
0,7599,DR-Z400SM,Suzuki Competition,2022
3303,13500,HAYABUSA 1300R,Suzuki Sportbike,2020
7374,9500,GSX-R 600,Suzuki Sportbike,2018
4713,4499,DR-Z400S,Suzuki Dual Sport,2016
3,9499,GSX-R600,Suzuki Sportbike,2016
17398,8300,V-STROM 1000 ABS,Suzuki Touring,2014
0,7749,DR-Z400SM,Suzuki Dual Sport,2023
0,11799,GSX-R600,Suzuki Sportbike,2023
1,3349,DR-Z125L,Suzuki Dirt Bike,2023
0,12849,GSX-R750,Suzuki Sportbike,2023
1,11699,GSX-R600,Suzuki Sportbike,2023
0,2209,DR-Z50,Suzuki Dirt Bike,2022
607,13999,V-STROM 1050 ABS XT CA 1050XT,Suzuki SportTouring,2020
1493,7995,DRZ-400 SM BASE,Suzuki Dual Sport,2020
3287,6850,BURGMAN 400,Suzuki Scooter,2020
1494,4180,BURGMAN 200 ABS,Suzuki Scooter,2020
100,16295,GSX-R1000,Suzuki Sportbike,2017
16156,6500,BOULEVARD M109R,Suzuki Cruiser,2008
18406,3995,V STROM DL 1000,Suzuki SportTouring,2006
17364,7495,GSX1300R,Suzuki Sportbike,2006
9196,4600,DR Z 400S BASE,Suzuki Dual Sport,2006
243,5000,DR 350,Suzuki Dirt Bike,1992
1,6999,DR650S,Suzuki Dual Sport,2023
1,7999,V-STROM 650,Suzuki Dual Sport,2023
1,7799,DR-Z400SM,Suzuki Dual Sport,2023
0,11799,GSX-R600,Suzuki Sportbike,2023
0,11699,GSX-R600,Suzuki Sportbike,2023
1,7299,DR-Z400SM,Suzuki Dirt Bike,2023
0,18799,HAYABUSA,Suzuki Sportbike,2023
0,18199,GSX-R1000R,Suzuki Sportbike,2023
0,10999,GSX-S1000,Suzuki Sportbike,2023
0,16149,GSX-R 1000,Suzuki Sportbike,2023
0,7849,SV650 ABS,Suzuki Standard,2023
0,6989,DR-Z400SM,Suzuki Dual Sport,2022
373,11750,GSX-R 750,Suzuki Sportbike,2022
0,3899,RM85,Suzuki Dirt Bike,2022
1,7999,GSX-S750,Suzuki Sportbike,2022
1,7399,DR-Z400SM,Suzuki Dual Sport,2021
3169,6250,DR Z 400SM,Suzuki Super Moto,2020
1918,5999,BOULEVARD C50T C50 T,Suzuki Classic / Vintage,2019
9321,6900,BURGMAN 650 ABS EXECUTIVE,Suzuki Scooter,2018
1212,9995,GSX-R 750,Suzuki Sportbike,2017
3718,6300,GSX-S 750Z,Suzuki Sportbike,2015
5212,2799,BOULEVARD S40,Suzuki Cruiser,2009
1658,8995,GSX-R 750,Suzuki Sportbike,2006
0,7293,V-STROM 650,Suzuki SportTouring,2023
0,9993,GSX-R600,Suzuki Sportbike,2023
0,7499,RM-Z450,Suzuki Dirt Bike,2023
0,8699,V-STROM 650,Suzuki Standard,2023
0,4898,BURGMAN 200,Suzuki Moped,2022
0,7849,DR Z 400SM BASE,Suzuki Dual Sport,2021
818,10678,GSX-R750,Suzuki Sportbike,2021
4694,9995,GSX-R 750,Suzuki Sportbike,2018
6698,18000,HAYABUSA 1340 LIMITED,Suzuki Sportbike,2017
6128,8000,HAYABUSA 1300R LIMITED EDITION,Suzuki Sportbike,2006
5914,1500,GZ250K4,Suzuki Custom,2004
0,7099,DR-Z400S,Suzuki Standard,2023
1740,6999,DR Z 400SM,Suzuki Custom,2023
0,17499,GSX-R 1000R,Suzuki Sportbike,2023
0,7299,DR-Z 400S,Suzuki Dual Sport,2023
0,7099,DR-Z400S,Suzuki Standard,2023
0,6999,RM-Z250,Suzuki Competition,2023
0,6999,DR650SEM3,Suzuki Dual Sport,2023
0,7799,DR-Z 400SM,Suzuki Dual Sport,2023
1,10799,GSX-R 600,Suzuki Sportbike,2023
1,7999,RM-Z 450,Suzuki Competition,2023
0,12849,GSX-R750,Suzuki Sportbike,2023
1,7499,DR-Z400SM,Suzuki Dual Sport,2023
1,12849,GSX-R750,Suzuki Sportbike,2023
0,7799,DR-Z400SM,Suzuki Dirt Bike,2023
0,6699,DR-Z400SM,Suzuki Competition,2023
0,11699,GSX-R600,Suzuki Sportbike,2023
1,16499,GSX-R 1000R,Suzuki Sportbike,2023
0,18199,GSX-R1000R,Suzuki Sportbike,2023
1,3499,DR-Z125L,Suzuki Dirt Bike,2023
1,18199,GSX-R1000R,Suzuki Sportbike,2023
1,7399,DR650SEM2,Suzuki Dual Sport,2022
0,3399,DR-Z125L,Suzuki Dirt Bike,2022
0,6499,RM-Z 250,Suzuki Competition,2022
1,4999,GSX250R ABS,Suzuki Sportbike,2022
1,4499,BURGMAN 200,Suzuki Scooter,2022
1,16149,GSX-R1000R,Suzuki Sportbike,2022
1,8549,GSX-S750,Suzuki Sportbike,2022
0,6849,DR650S,Suzuki Cruiser,2022
0,6915,DR-Z400SM,Suzuki Competition,2022
0,6499,RM-Z450,Suzuki Mx,2021
25,7280,RM-Z450,Suzuki Mx,2020
0,5000,RM Z 450,Suzuki Dirt Bike,2019
2033,5500,650,Suzuki Dual Sport,2018
1678,6500,GSX-S 750 ABS,Suzuki SportTouring,2018
11682,3650,SV650,Suzuki Sportbike,2003
746,4395,DR-Z 400E,Suzuki Dirt Bike,2002
15534,5495,GSX 1100F,Suzuki Sportbike,1990
0,7349,DR-Z400SM,Suzuki Dual Sport,2023
2,6999,DR650S,Suzuki Dual Sport,2023
0,7399,SV650,Suzuki Sportbike,2023
0,6791,DR-Z400SM,Suzuki Dual Sport,2023
1,7799,DR-Z400SM,Suzuki Dual Sport,2023
2,11799,GSX-R600,Suzuki Sportbike,2023
5,7749,DR-Z400SM,Suzuki Dual Sport,2023
1,12849,GSX-R750,Suzuki Cruiser,2023
1,12849,GSX-R750,Suzuki Sportbike,2023
0,7799,DR-Z400SM,Suzuki Dual Sport,2023
1,16149,GSX-R1000,Suzuki Cruiser,2023
0,6999,DR650S,Suzuki Dual Sport,2023
0,7099,DR-Z400S,Suzuki Dual Sport,2023
0,12899,GSX-R750,Suzuki Sportbike,2023
0,16149,GSX-R1000,Suzuki Sportbike,2023
1,11299,GSX S1000,Suzuki Standard,2022
994,16000,GSX-R 1000R,Suzuki Sportbike,2022
997,5697,DR-Z400SM,Suzuki Dual Sport,2022
0,4999,BURGMAN 200,Suzuki Scooter,2022
0,7799,GSX-S750,Suzuki Sportbike,2022
1,6699,DR-Z400S,Suzuki Dual Sport,2022
0,3399,RM85,Suzuki Dirt Bike,2022
0,4499,RM85,Suzuki Dirt Bike,2022
19980,7995,GSX-R600,Suzuki Sportbike,2013
2210,5999,V-STROM 650 ABS ADVENTURE,Suzuki Dual Sport,2012
0,8500,GSX-R 1000,Suzuki Sportbike,2011
8612,6999,GSX-R 600,Suzuki Sportbike,2009
0,5995,GSX R 600,Suzuki Sportbike,2008
0,3499,GSX-R 750,Suzuki Sportbike,2007
14292,7499,BOULEVARD C90T,Suzuki Cruiser,2006
3662,4500,BOULEVARD C50,Suzuki Cruiser,2005
8973,4499,V STROM 1000,Suzuki Dual Sport,2003
4513,7000,HAYABUSA 1300,Suzuki Sportbike,2003
1420,8950,GSX-S 1000 ABS,Suzuki Sportbike,2020
3604,7900,GSX S 1000 ABS,Suzuki Sportbike,2019
2855,7250,GSX-S 750,Suzuki Sportbike,2018
410,5500,SV650 X,Suzuki Sportbike,2017
8699,8495,GSXR 750,Suzuki Sportbike,2013
10489,7000,BOULEVARD M109R LIMITED EDITION,Suzuki Cruiser,2011
7941,8200,BOULEVARD M109R,Suzuki Cruiser,2008
807,11699,GSX R 750,Suzuki Sportbike,2022
1031,7750,SV 650X,Suzuki Standard,2020
311,5995,DR 650,Suzuki Dual Sport,2018
10563,8000,GSX-R 750,Suzuki Sportbike,2011
3613,4995,DR Z 400S,Suzuki Dirt Bike,2005
0,12949,GSX-R750,Suzuki Sportbike,2023
7577,4500,BOULEVARD C90,Suzuki Cruiser,2008
0,5500,HAYABUSA 1300,Suzuki Sportbike,2003
1802,19000,HAYABUSA 1340,Suzuki Sportbike,2022
0,13299,HAYABUSA 1300R,Suzuki Sportbike,2020
0,5999,RMX450,Suzuki Dirt Bike,2019
5042,7700,GSX-S 1000 ABS,Suzuki Sportbike,2016
7732,3000,BOULEVARD C50,Suzuki Cruiser,2007
0,6999,DR-Z400S,Suzuki Dual Sport,2023
0,6999,DR650S,Suzuki Dual Sport,2023
0,12849,GSX-R750,Suzuki Sportbike,2023
0,6999,DR650S,Suzuki Dual Sport,2023
2051,5499,DR-Z 400,Suzuki Dual Sport,2013
0,7291,RM-Z450,Suzuki Dirt Bike,2022
1,9104,V-STROM 650,Suzuki Dual Sport,2023
9960,4499,BOULEVARD C50,Suzuki Cruiser,2008
0,9104,V-STROM 650,Suzuki Dual Sport,2023
434,6499,DR-Z400S,Suzuki Dual Sport,2020
12801,9999,GSX-R1000,Suzuki Sportbike,2013
0,8909,BOULEVARD C50,Suzuki Cruiser,2023
1,8550,BOULEVARD C50T C50 T,Suzuki Cruiser,2022
2249,3299,VOLUSIA VL800ZK3 VOLUSIA™,Suzuki Trike,2003
0,7749,DR-Z400SM,Suzuki Dual Sport,2023
9271,4999,BOULEVARD C50 T,Suzuki Cruiser,2013
304,4993,BOULEVARD S40,Suzuki Cruiser,2019
1,15599,BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2023
13432,5890,SV650 ABS,Suzuki Sportbike,2017
7184,7999,GSX-S1000F ABS,Suzuki Sportbike,2016
7451,3999,VOLUSIA 800 C50,Suzuki Trike,2005
0,10499,V-STROM 650XT ADVENTURE,Suzuki Dual Sport,2022
0,9599,BOULEVARD C50T C50 T,Suzuki Cruiser,2021
0,8999,RM-Z450,Suzuki Dirt Bike,2023
4039,16499,HAYABUSA,Suzuki Sportbike,2022
0,15599,BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2023
1191,8949,GSX-S750,Suzuki Sportbike,2022
0,13799,GSX-S1000GT PLUS 1000GT+,Suzuki Sportbike,2022
20291,12900,GSX-R1000,Suzuki Sportbike,2017
12218,2999,INTRUDER 1500,Suzuki Cruiser,2000
0,14425,BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2023
0,16950,HAYABUSA,Suzuki Sportbike,2022
2922,2499,INTRUDER VOLUSIA,Suzuki Cruiser,2003
0,7399,SV650,Suzuki Sportbike,2023
510,11999,GSX-R750,Suzuki Sportbike,2023
0,4199,RM85,Suzuki Dirt Bike,2022
0,15299,BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2022
194,12999,V-STROM 1050,Suzuki Dual Sport,2020
1888,3499,BOULEVARD S40,Suzuki Cruiser,2015
0,8909,BOULEVARD C50,Suzuki Cruiser,2023
1,18199,GSX-R1000R,Suzuki Sportbike,2023
0,11799,GSX-R600Z,Suzuki Sportbike,2023
0,12599,GSX-R750,Suzuki Sportbike,2022
13476,11999,HAYABUSA 50TH ANNIVERSARY EDITION LIMITED EDITION,Suzuki Sportbike,2014
2420,8299,BOULEVARD M90,Suzuki Cruiser,2014
26161,5199,BOULEVARD C90T,Suzuki Touring,2007
15294,3999,BURGMAN 400,Suzuki Scooter,2005
1969,8885,VS800 INTRUDER 800 W/LEHMAN TRIKE KIT VOLUSIA™,Suzuki Trike,2002
0,8549,GSX-S750,Suzuki Sportbike,2022
0,6849,DR650S,Suzuki Dual Sport,2022
0,15849,GSX-R1000,Suzuki Sportbike,2022
0,3490,RM85,Suzuki Dirt Bike,2020
467,10999,BOULEVARD C90 B.O.S.S.,Suzuki Cruiser,2019
19998,10295,HAYABUSA,Suzuki Sportbike,2008
0,8609,BOULEVARD C50,Suzuki Cruiser,2022
0,6999,DR-Z400S,Suzuki Dual Sport,2022
0,17899,GSX-R1000R,Suzuki Sportbike,2022
0,8945,BOULEVARD C50T C50 T,Suzuki Cruiser,2021
1948,5499,BOULEVARD S40,Suzuki Cruiser,2019
4706,17995,GSX-R1000R,Suzuki Sportbike,2018
9765,10295,GSX-R600,Suzuki Sportbike,2017
15475,9999,C50 BOULEVARD 800 W/TRIKE KIT,Suzuki Trike,2005
0,6975,DR-Z400S,Suzuki Standard,2023
2146,17997,HAYABUSA,Suzuki Sportbike,2022
0,17999,GSX-R1000RZ,Suzuki Sportbike,2022
14503,11695,GSX-R750,Suzuki Sportbike,2019
15779,7795,V-STROM 650XT,Suzuki Standard,2017
3131,9749,V-STROM 1000 ABS ADVENTURE,Suzuki Dual Sport,2016
24822,6495,V-STROM 650 ABS,Suzuki Standard,2016
0,7570,DR-Z400SM,Suzuki Competition,2023
0,17120,HAYABUSA,Suzuki Sportbike,2023
0,5051,GSX250R ABS,Suzuki Sportbike,2021
16201,9799,GSX-R750™,Suzuki Sportbike,2012
0,6890,DR650S,Suzuki Standard,2023
0,7318,RM-Z250,Suzuki Mx,2023
0,17499,HAYABUSA,Suzuki Sportbike,2023
0,15199,V-STROM 1050,Suzuki SportTouring,2023
0,7899,RM-Z250,Suzuki Dirt Bike,2022
1959,7591,V-STROM 650,Suzuki Dual Sport,2019
3900,13091,HAYABUSA,Suzuki Sportbike,2016
0,14750,V-STROM 1050DE,Suzuki Standard,2023
0,17120,HAYABUSA,Suzuki Sportbike,2023
693,7499,DR-Z400SM,Suzuki Dual Sport,2021
2855,7995,BOULEVARD C90T,Suzuki Cruiser,2019
6585,15790,GSX-R 1000R,Suzuki Sportbike,2018
2582,7499,V STROM 650 ABS DL 650ABS,Suzuki Dual Sport,2017
1663,14495,GSX-R 1000 ABS,Suzuki Standard,2017
7266,5499,DR-Z400SM,Suzuki Dual Sport,2015
3926,5199,BOULEVARD C50 T,Suzuki Cruiser,2013
18020,5999,BOULEVARD C50 T,Suzuki Cruiser,2012
17948,8990,GSX-R 750,Suzuki Sportbike,2011
0,4900,BANDIT 1250F 1250S,Suzuki SportTouring,2008
8743,4595,BOULEVARD,Suzuki Cruiser,2005
3,7099,DR-Z400S,Suzuki Dual Sport,2023
2,7399,SV650,Suzuki Sportbike,2023
371,18295,HAYABUSA,Suzuki Standard,2022
2124,18400,GSX-1300RR 1250FA,Suzuki Standard,2022
288,5998,BURGMAN 200,Suzuki Scooter,2022
0,11735,GSX-S750Z ABS,Suzuki Sportbike,2022
1245,10999,GSX-R 600,Suzuki Sportbike,2022
1405,8999,SV 650 ABS,Suzuki Sportbike,2022
137,17995,GSX-R1000,Suzuki Standard,2021
1407,10999,GSX-R600 100TH ANNIVERSARY EDITION,Suzuki Sportbike,2021
1379,11580,GSX-R600,Suzuki Sportbike,2021
4263,7590,DR-Z 400SM,Suzuki Dual Sport,2021
603,4884,DR200S,Suzuki Standard,2020
8606,7999,SV650X,Suzuki Standard,2020
3903,6498,SV650,Suzuki Standard,2020
716,11890,V-STROM 1050,Suzuki SportTouring,2020
7435,7995,BOULEVARD C50 T,Suzuki Cruiser,2019
1637,7125,SV650 ABS,Suzuki Standard,2019
868,8498,SV650X ABS,Suzuki Sportbike,2019
552,13999,GSX-R1000R,Suzuki Standard,2018
2104,8999,BOULEVARD M90,Suzuki Cruiser,2018
1091,6199,BURGMAN 400 ABS,Suzuki Scooter,2018
3168,12498,GSX-R750,Suzuki Sportbike,2018
1783,6798,BOULEVARD S40,Suzuki Cruiser,2018
576,6798,BOULEVARD S40,Suzuki Cruiser,2018
4255,5695,BOULEVARD C50,Suzuki Cruiser,2018
2369,14499,GSX-R 1000,Suzuki Sportbike,2018
2378,9900,V-STROM 1000 ABS,Suzuki SportTouring,2018
5595,11999,BOULEVARD M109R BOSS C50 B.O.S.S.,Suzuki Cruiser,2017
9708,15995,GSX-R1000,Suzuki Standard,2017
227,8498,V-STROM 650 ABS,Suzuki Standard,2017
3216,11499,GSX-R750 600,Suzuki Sportbike,2017
3383,3499,GW250,Suzuki Sportbike,2017
6255,9999,GSX-R 600,Suzuki Sportbike,2016
