Mileage_km,Price_$,Bike,Type_of_Bike,Used_Time
19843,"10,664",GSX-R600,Suzuki Sportbike,2016
32177,"6,250",V-STROM 650 ABS,Suzuki Dual Sport,2016
23183,"13,199",GSX1300RK9 1250FA,Suzuki Custom,2009
4064,"7,500",GSX-R 600,Suzuki Sportbike,2009
10326,"10,599",GSX-R 750,Suzuki Sportbike,2008
50651,"2,999",INTRUDER VOLUSIA 800,Suzuki Cruiser,2002
5,"9,995",GSX-S1000, Suzuki Sportbike,2023
5,"8,999",BOULEVARD C50T C50 T, Suzuki Cruiser,2023
626,"10,500",GSX-S 1000 ABS,Suzuki Sportbike,2023
5,"15,499",GSX-R1000R, Suzuki Sportbike,2023
2,"7,099",DR-Z400S, Suzuki Standard,2023
10,"14,849",V-STROM 1050XT, Suzuki Standard,2022
30830,"14,495",GSX-R1000R,Suzuki Sportbike,2020
341,"6,495",DR-Z400SM,Suzuki Dual Sport,2020
6706,"10,999",GSX R 600,Suzuki Sportbike,2019
2298,"8,599",V-STROM 650XT TOURING,Suzuki Sport Touring,2019
11690,"10,950",BURGMAN 650 ABS EXECUTIVE,Suzuki Trike,2018
2012,"6,500",BOULEVARD M90,Suzuki Cruiser,2013
3718,"10,500",VZR1800,Suzuki Cruiser,2011
14500,"3,499",BOULEVARD C50,Suzuki Cruiser,2009
2,"17,499",HAYABUSA, Suzuki Sportbike,2023
3301,"16,999",HAYABUSA,Suzuki Sportbike,2022
1603,"18,795",HAYABUSA,Suzuki Sportbike,2022
5243,"6,299",SV650,Suzuki Standard,2020
16456,"14,499",V-STROM 1050XT,Suzuki Dual Sport,2020
349,"13,999",BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2020
2776,"9,995",BOULEVARD M90,Suzuki Cruiser,2019
28761,"5,977",V-STROM 650XT TOURING 650XT ABS,Suzuki Dual Sport,2019
2976,"6,288",V-STROM 1000,Suzuki Dual Sport,2018
18483,"10,999",BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2017
17663,"14,000",GSX-R 1000R ABS,Suzuki Sportbike,2017
13102,"13,990",HAYABUSA,Suzuki Sportbike,2017
29565,"4,999",BOULEVARD C 50 C50,Suzuki Cruiser,2009
5,"13,999",BOULEVARD M109R B.O.S.S., Suzuki Cruiser,2023
5,"14,499",GSX-R1000, Suzuki Sportbike,2023
5,"6,999",GSX-S750, Suzuki Sportbike,2022
652,"7,999",GSX-S750Z ABS,Suzuki Sportbike,2022
1086,"8,750",V-STROM 650 ABS,Suzuki Dual Sport,2022
15657,"7,999",V-STROM 650 ABS,Suzuki Touring,2020
19314,"7,699",GSX-S750Z,Suzuki Standard,2019
13428,"3,497",BOULEVARD M90,Suzuki Cruiser,2009
49277,"3,999",BOULEVARD C90T,Suzuki Cruiser,2005
16605,"5,800",GS 1100ES,Suzuki Classic / Vintage,1983
2,"7,799",DR-Z400SM, Suzuki Custom,2023
2,"15,599",BOULEVARD M109R B.O.S.S., Suzuki Cruiser,2023
1709,"16,899",GSX1300RRM2,Suzuki Custom,2022
2,"4,499",BURGMAN 200, Suzuki Scooter,2022
9656,"16,299",GSX-R 1000R,Suzuki Sportbike,2020
2955,"16,499",GSXR1000R,Suzuki Sportbike,2018
3850,"11,800",BOULEVARD M109R B.O.S.S.,Suzuki Cruiser,2018
10169,"9,795",V STROM 1000XT,Suzuki Dual Sport,2018
16576,"8,590",GSX-R600,Suzuki Sportbike,2015
26586,"6,999",DL,Suzuki Dual Sport,2015
3219,"5,700",BOULEVARD C50,Suzuki Touring,2008
43130,"10,000",HAYABUSA GSX 1300,Suzuki Sportbike,2006
2406,"6,350",BURGMAN 650,Suzuki Scooter,2003
1043,"14,990",VZR1800BZM3 C50 T B.O.S.S.,Suzuki Cruiser,2023
2,"12,849",GSX-R750, Suzuki Sportbike,2023
8555,"13,500",HAYABUSA 1300R,Suzuki Sportbike,2020
19100,"9,500",GSX-R 600,Suzuki Sportbike,2018
12207,"4,499",DR-Z400S,Suzuki Dual Sport,2016
8,"9,499",GSX-R600,Suzuki Sportbike,2016
45062,"8,300",V-STROM 1000 ABS,Suzuki Touring,2014
2,"3,349",DR-Z125L, Suzuki Dirt Bike,2023
2,"11,699",GSX-R600, Suzuki Sportbike,2023
1572,"13,999",V-STROM 1050 ABS XT CA 1050XT,Suzuki Sport Touring,2020
3867,"7,995",DRZ-400 SM BASE,Suzuki Dual Sport,2020
8513,"6,850",BURGMAN 400,Suzuki Scooter,2020
3870,"4,180",BURGMAN 200 ABS,Suzuki Scooter,2020
259,"16,295",GSX-R1000,Suzuki Sportbike,2017
41843,"6,500",BOULEVARD M109R,Suzuki Cruiser,2008
47672,"3,995",V STROM DL 1000,Suzuki Sport Touring,2006
44972,"7,495",GSX1300R,Suzuki Sportbike,2006
23818,"4,600",DR Z 400S BASE,Suzuki Dual Sport,2006
629,"5,000",DR 350,Suzuki Dirt Bike,1992
2,"6,999",DR650S, Suzuki Dual Sport,2023
2,"7,999",V-STROM 650, Suzuki Dual Sport,2023
2,"7,799",DR-Z400SM, Suzuki Dual Sport,2023
2,"7,299",DR-Z400SM, Suzuki Dirt Bike,2023
966,"11,750",GSX-R 750,Suzuki Sportbike,2022
2,"7,999",GSX-S750, Suzuki Sportbike,2022
2,"7,399",DR-Z400SM, Suzuki Dual Sport,2021
8208,"6,250",DR Z 400SM,Suzuki Super Moto,2020
4968,"5,999",BOULEVARD C50T C50 T,Suzuki Classic / Vintage,2019
24140,"6,900",BURGMAN 650 ABS EXECUTIVE,Suzuki Scooter,2018
3138,"9,995",GSX-R 750,Suzuki Sportbike,2017
9629,"6,300",GSX-S 750Z,Suzuki Sportbike,2015
13499,"2,799",BOULEVARD S40,Suzuki Cruiser,2009
4295,"8,995",GSX-R 750,Suzuki Sportbike,2006
2118,"10,678",GSX-R750,Suzuki Sportbike,2021
12157,"9,995",GSX-R 750,Suzuki Sportbike,2018
17349,"18,000",HAYABUSA 1340 LIMITED,Suzuki Sportbike,2017
15871,"8,000",HAYABUSA 1300R LIMITED EDITION,Suzuki Sportbike,2006
15316,"1,500",GZ250K4,Suzuki Custom,2004
4506,"6,999",DR Z 400SM,Suzuki Custom,2023
2,"10,799",GSX-R 600, Suzuki Sportbike,2023
2,"7,999",RM-Z 450, Suzuki Competition,2023
2,"7,499",DR-Z400SM, Suzuki Dual Sport,2023
3,"12,849",GSX-R750, Suzuki Sportbike,2023
3,"16,499",GSX-R 1000R, Suzuki Sportbike,2023
3,"3,499",DR-Z125L, Suzuki Dirt Bike,2023
2,"18,199",GSX-R1000R, Suzuki Sportbike,2023
2,"7,399",DR650SEM2, Suzuki Dual Sport,2022
2,"4,999",GSX250R ABS, Suzuki Sportbike,2022
2,"4,499",BURGMAN 200, Suzuki Scooter,2022
2,"16,149",GSX-R1000R, Suzuki Sportbike,2022
2,"8,549",GSX-S750, Suzuki Sportbike,2022
64,"7,280",RM-Z450,Suzuki Mx,2020
5264,"5,500",650,Suzuki Dual Sport,2018
4345,"6,500",GSX-S 750 ABS,Suzuki Sport Touring,2018
30256,"3,650",SV650,Suzuki Sportbike,2003
1931,"4,395",DR-Z 400E,Suzuki Dirt Bike,2002
40234,"5,495",GSX 1100F,Suzuki Sportbike,1990
5,"6,999",DR650S, Suzuki Dual Sport,2023
2,"7,799",DR-Z400SM, Suzuki Dual Sport,2023
5,"11,799",GSX-R600, Suzuki Sportbike,2023
13,"7,749",DR-Z400SM, Suzuki Dual Sport,2023
2,"12,849",GSX-R750, Suzuki Cruiser,2023
2,"12,849",GSX-R750, Suzuki Sportbike,2023
2,"16,149",GSX-R1000, Suzuki Cruiser,2023
2,"11,299",GSX S1000, Suzuki Standard,2022
2575,"16,000",GSX-R 1000R,Suzuki Sportbike,2022
2581,"5,697",DR-Z400SM,Suzuki Dual Sport,2022
2,"6,699",DR-Z400S, Suzuki Dual Sport,2022
51747,"7,995",GSX-R600,Suzuki Sportbike,2013
5723,"5,999",V-STROM 650 ABS ADVENTURE,Suzuki Dual Sport,2012
22306,"6,999",GSX-R 600,Suzuki Sportbike,2009
37015,"7,499",BOULEVARD C90T,Suzuki Cruiser,2006
9484,"4,500",BOULEVARD C50,Suzuki Cruiser,2005
23239,"4,499",V STROM 1000,Suzuki Dual Sport,2003
11689,"7,000",HAYABUSA 1300,Suzuki Sportbike,2003
3677,"8,950",GSX-S 1000 ABS,Suzuki Sportbike,2020
9334,"7,900",GSX S 1000 ABS,Suzuki Sportbike,2019
7395,"7,250",GSX-S 750,Suzuki Sportbike,2018
1062,"5,500",SV650 X,Suzuki Sportbike,2017
22531,"8,495",GSXR 750,Suzuki Sportbike,2013
27167,"7,000",BOULEVARD M109R LIMITED EDITION,Suzuki Cruiser,2011
20567,"8,200",BOULEVARD M109R,Suzuki Cruiser,2008
2089,"11,699",GSX R 750,Suzuki Sportbike,2022
2672,"7,750",SV 650X,Suzuki Standard,2020
805,"5,995",DR 650,Suzuki Dual Sport,2018
27359,"8,000",GSX-R 750,Suzuki Sportbike,2011
9357,"4,995",DR Z 400S,Suzuki Dirt Bike,2005
19624,"4,500",BOULEVARD C90,Suzuki Cruiser,2008
4667,"19,000",HAYABUSA 1340,Suzuki Sportbike,2022
13060,"7,700",GSX-S 1000 ABS,Suzuki Sportbike,2016
20027,"3,000",BOULEVARD C50,Suzuki Cruiser,2007
5311,"5,499",DR-Z 400,Suzuki Dual Sport,2013
2,"9,104",V-STROM 650, Suzuki Dual Sport,2023
25796,"4,499",BOULEVARD C50,Suzuki Cruiser,2008
1125,"6,499",DR-Z400S,Suzuki Dual Sport,2020
33156,"9,999",GSX-R1000,Suzuki Sportbike,2013
2,"8,550",BOULEVARD C50T C50 T, Suzuki Cruiser,2022
5824,"3,299",VOLUSIA VL800ZK3 VOLUSIA™,Suzuki Trike,2003
24011,"4,999",BOULEVARD C50 T,Suzuki Cruiser,2013
787,"4,993",BOULEVARD S40,Suzuki Cruiser,2019
2,"15,599",BOULEVARD M109R B.O.S.S., Suzuki Cruiser,2023
34789,"5,890",SV650 ABS,Suzuki Sportbike,2017
18606,"7,999",GSX-S1000F ABS,Suzuki Sportbike,2016
19299,"3,999",VOLUSIA 800 C50,Suzuki Trike,2005
10461,"16,499",HAYABUSA,Suzuki Sportbike,2022
3085,"8,949",GSX-S750,Suzuki Sportbike,2022
52553,"12,900",GSX-R1000,Suzuki Sportbike,2017
31645,"2,999",INTRUDER 1500,Suzuki Cruiser,2000
7569,"2,499",INTRUDER VOLUSIA,Suzuki Cruiser,2003
1320,"11,999",GSX-R750,Suzuki Sportbike,2023
504,"12,999",V-STROM 1050,Suzuki Dual Sport,2020
4891,"3,499",BOULEVARD S40,Suzuki Cruiser,2015
2,"18,199",GSX-R1000R, Suzuki Sportbike,2023
34903,"11,999",HAYABUSA 50TH ANNIVERSARY EDITION LIMITED EDITION,Suzuki Sportbike,2014
6268,"8,299",BOULEVARD M90,Suzuki Cruiser,2014
67757,"5,199",BOULEVARD C90T,Suzuki Touring,2007
39611,"3,999",BURGMAN 400,Suzuki Scooter,2005
5098,"8,885",VS800 INTRUDER 800 W/LEHMAN TRIKE KIT VOLUSIA™,Suzuki Trike,2002
1210,"10,999",BOULEVARD C90 B.O.S.S.,Suzuki Cruiser,2019
51795,"10,295",HAYABUSA,Suzuki Sportbike,2008
5045,"5,499",BOULEVARD S40,Suzuki Cruiser,2019
12188,"17,995",GSX-R1000R,Suzuki Sportbike,2018
25291,"10,295",GSX-R600,Suzuki Sportbike,2017
40079,"9,999",C50 BOULEVARD 800 W/TRIKE KIT,Suzuki Trike,2005
5559,"17,997",HAYABUSA,Suzuki Sportbike,2022
37562,"11,695",GSX-R750,Suzuki Sportbike,2019
40868,"7,795",V-STROM 650XT,Suzuki Standard,2017
8109,"9,749",V-STROM 1000 ABS ADVENTURE,Suzuki Dual Sport,2016
64288,"6,495",V-STROM 650 ABS,Suzuki Standard,2016
41960,"9,799",GSX-R750™,Suzuki Sportbike,2012
5074,"7,591",V-STROM 650,Suzuki Dual Sport,2019
10102,"13,091",HAYABUSA,Suzuki Sportbike,2016
1796,"7,499",DR-Z400SM,Suzuki Dual Sport,2021
7393,"7,995",BOULEVARD C90T,Suzuki Cruiser,2019
17056,"15,790",GSX-R 1000R,Suzuki Sportbike,2018
6688,"7,499",V STROM 650 ABS DL 650ABS,Suzuki Dual Sport,2017
4308,"14,495",GSX-R 1000 ABS,Suzuki Standard,2017
18818,"5,499",DR-Z400SM,Suzuki Dual Sport,2015
10169,"5,199",BOULEVARD C50 T,Suzuki Cruiser,2013
46673,"5,999",BOULEVARD C50 T,Suzuki Cruiser,2012
46486,"8,990",GSX-R 750,Suzuki Sportbike,2011
22643,"4,595",BOULEVARD,Suzuki Cruiser,2005
8,"7,099",DR-Z400S, Suzuki Dual Sport,2023
6,"7,399",SV650, Suzuki Sportbike,2023
961,"18,295",HAYABUSA,Suzuki Standard,2022
5502,"18,400",GSX-1300RR 1250FA,Suzuki Standard,2022
745,"5,998",BURGMAN 200,Suzuki Scooter,2022
3224,"10,999",GSX-R 600,Suzuki Sportbike,2022
3639,"8,999",SV 650 ABS,Suzuki Sportbike,2022
356,"17,995",GSX-R1000,Suzuki Standard,2021
3644,"10,999",GSX-R600 100TH ANNIVERSARY EDITION,Suzuki Sportbike,2021
3573,"11,580",GSX-R600,Suzuki Sportbike,2021
11040,"7,590",DR-Z 400SM,Suzuki Dual Sport,2021
1561,"4,884",DR200S,Suzuki Standard,2020
22289,"7,999",SV650X,Suzuki Standard,2020
10110,"6,498",SV650,Suzuki Standard,2020
1854,"11,890",V-STROM 1050,Suzuki Sport Touring,2020
19256,"7,995",BOULEVARD C50 T,Suzuki Cruiser,2019
4241,"7,125",SV650 ABS,Suzuki Standard,2019
2248,"8,498",SV650X ABS,Suzuki Sportbike,2019
1429,"13,999",GSX-R1000R,Suzuki Standard,2018
5449,"8,999",BOULEVARD M90,Suzuki Cruiser,2018
2824,"6,199",BURGMAN 400 ABS,Suzuki Scooter,2018
8204,"12,498",GSX-R750,Suzuki Sportbike,2018
4617,"6,798",BOULEVARD S40,Suzuki Cruiser,2018
1492,"6,798",BOULEVARD S40,Suzuki Cruiser,2018
11021,"5,695",BOULEVARD C50,Suzuki Cruiser,2018
6136,"14,499",GSX-R 1000,Suzuki Sportbike,2018
6159,"9,900",V-STROM 1000 ABS,Suzuki Sport Touring,2018
14491,"11,999",BOULEVARD M109R BOSS C50 B.O.S.S.,Suzuki Cruiser,2017
25143,"15,995",GSX-R1000,Suzuki Standard,2017
589,"8,498",V-STROM 650 ABS,Suzuki Standard,2017
8330,"11,499",GSX-R750 600,Suzuki Sportbike,2017
8763,"3,499",GW250,Suzuki Sportbike,2017
16200,"9,999",GSX-R 600,Suzuki Sportbike,2016
38866,"8,999",GSX-R 600,Suzuki Sportbike,2016
22336,"10,999",GSX-R750,Suzuki Sportbike,2015
16373,"10,499",GSX-R600,Suzuki Sportbike,2015
14511,"10,999",GSX-R 750,Suzuki Sportbike,2015
14590,"10,890",GSX R 600,Suzuki Sportbike,2015
16150,"10,890",GSX R 750,Suzuki Sportbike,2015
12350,"4,995",SFV650 GLADIUS,Suzuki Cruiser,2014
7900,"6,900",BOULEVARD M90,Suzuki Cruiser,2013
1588,"10,950",GSX-R750,Suzuki Sportbike,2012
23717,"9,390",GSX R 750,Suzuki Sportbike,2009
5100,"6,900",BOULEVARD C 109R C109RTK8,Suzuki Touring,2008
10272,"5,890",BANDIT 1250,Suzuki Sport Touring,2007
40,"3,999",RM-Z450,Suzuki Sportbike,2006
8,"7,799",DR-Z400SM, Suzuki Dual Sport,2023
2,"11,799",GSX-R600, Suzuki Sportbike,2023
4675,"16,999",GSX-R1000,Suzuki Sportbike,2022
380,"7,699",DR-Z400SM,Suzuki Dual Sport,2022
6091,"8,390",DR Z 400SM BASE,Suzuki Dual Sport,2022
11479,"8,995",GSX-S750,Suzuki Standard,2020
1259,"13,991",V-STROM 1050XT ADVENTURE,Suzuki Dual Sport,2020
2947,"7,290",SV 650,Suzuki Standard,2020
5749,"6,999",SV650 ABS,Suzuki Standard,2020
11322,"6,390",DR 650S,Suzuki Dual Sport,2020
6235,"14,999",HAYABUSA,Suzuki Standard,2019
3698,"9,699",BOULEVARD C90T,Suzuki Cruiser,2019
6888,"7,990",V STROM 650XT TOURING,Suzuki Dual Sport,2019
12910,"7,890",GSX S 750,Suzuki Sportbike,2018
22608,"10,890",GSX-R 600,Suzuki Sportbike,2018
8723,"6,890",DR-Z 400SM,Suzuki Dual Sport,2018
33700,"11,988",M109R BOSS,Suzuki Cruiser,2017
47735,"6,495",V-STROM 650XT,Suzuki Standard,2017
6116,"12,899",HAYABUSA,Suzuki Sportbike,2015
32473,"7,999",V-STROM 1000 ABS,Suzuki Sport Touring,2014
10316,"10,299",GSX-R 750,Suzuki Sportbike,2014
3315,"8,495",BOULEVARD C90T,Suzuki Cruiser,2013
3195,"7,995",BOULEVARD C90,Suzuki Cruiser,2013
33968,"5,090",BOULEVARD M50,Suzuki Cruiser,2013
21287,"5,495",BOULEVARD C50T CLASSIC C50 T,Suzuki Touring,2012
10626,"10,399",GSX-R1000,Suzuki Sportbike,2009
10459,"11,995",GSX-R1000,Suzuki Standard,2009
35869,"4,199",BOULEVARD C50 T,Suzuki Cruiser,2009
8064,"10,790",GSX R 1000,Suzuki Sportbike,2009
26865,"4,495",BOULEVARD C50,Suzuki Cruiser,2008
22209,"4,950",BOULEVARD C90T,Suzuki Cruiser,2006
8871,"4,490",BOULEVARD C50,Suzuki Cruiser,2006
29053,"5,495",BOULEVARD C90 BLACK,Suzuki Cruiser,2006
30545,"2,995",BOULEVARD S40,Suzuki Cruiser,2006
33910,"6,775",GSXR 600,Suzuki Sportbike,2006
2,"9,483",BOULEVARD C50T C50 T, Suzuki Cruiser,2023
2,"7,983",BURGMAN 400, Suzuki Scooter,2023
2,"15,999",V-STROM 1050DE, Suzuki Dual Sport,2023
6,"18,199",GSX-R1000R, Suzuki Sportbike,2023
2,"14,099",GSX-S1000GT PLUS 1000GT+, Suzuki Cruiser,2023
2,"13,983",BOULEVARD M109R B.O.S.S., Suzuki Cruiser,2023
2,"11,983",GSX-R750Z, Suzuki Sportbike,2023
2,"12,849",GSX-R750, Suzuki Sportbike,2023
2,"12,849",GSX-R750, Suzuki Sportbike,2023
776,"4,399",BURGMAN 200,Suzuki Scooter,2022
838,"4,899",BURGMAN 200,Suzuki Scooter,2022
2,"7,983",V-STROM 650, Suzuki Dual Sport,2022
100,"3,495",RM85,Suzuki Mx,2020
8270,"9,700",GSX-R750,Suzuki Sportbike,2020
3792,"14,399",HAYABUSA,Suzuki Sportbike,2019
33227,"4,900",GSX250R,Suzuki Sportbike,2018
1688,"9,250",GSX-S1000Z,Suzuki Sportbike,2018
4831,"7,999",BOULEVARD M50 (VZ800), Suzuki Cruiser,2018
23987,"10,999",V-STROM 1000XT,Suzuki Dual Sport,2018
10786,"11,995",GSX-R750L8,Suzuki Sportbike,2018
10519,"10,999",GSX-R750,Suzuki Sportbike,2018
24950,"10,799",GSX-R 1000,Suzuki Sportbike,2015
13324,"10,799",GSX-R 600,Suzuki Sportbike,2015
40770,"5,999",GSX-S 750,Suzuki Sportbike,2015
22262,"4,999",BOULEVARD C50,Suzuki Cruiser,2013
17611,"10,899",GSX-R1000,Suzuki Sportbike,2013
16634,"5,495",SFV650,Suzuki Sportbike,2013
17564,"8,499",GSX-R 600,Suzuki Sportbike,2012
20255,"8,199",GSX-R 600,Suzuki Sportbike,2011
24346,"9,250",HAYABUSA,Suzuki Sportbike,2008
32758,"9,995",GSX1300 HAYABUSA,Suzuki Sportbike,2007
32098,"5,995",BOULEVARD C90T,Suzuki Cruiser,2005
24633,"4,895",INTRUDER VL 1500,Suzuki Cruiser,2003
2,"16,799",HAYABUSA, Suzuki Sportbike,2023
2,"6,715",RM-Z250, Suzuki Dirt Bike,2023
5,"18,799",HAYABUSA, Suzuki Sportbike,2023
5,"11,699",GSX-R600, Suzuki Sportbike,2023
6367,"8,591",GSX-S750,Suzuki Sportbike,2022
2,"4,999",BURGMAN 200, Suzuki Scooter,2022
7791,"16,499",HAYABUSA,Suzuki Sportbike,2022
2371,"8,799",C50 BOULEVARD 800,Suzuki Touring,2021
5192,"8,499",C50T BOULEVARD 800 TOURER C50 T,Suzuki Touring,2019
6143,"6,999",DR-Z400SM,Suzuki Dual Sport,2018
24285,"9,690",GSX-R600,Suzuki Sportbike,2018
56382,"12,495",HAYABUSA,Suzuki Sportbike,2017
27467,"8,500",GSX-R600™,Suzuki Sportbike,2013
18034,"6,990",BOULEVARD C109R C109RTK8,Suzuki Cruiser,2008
47585,"3,885",VL800 INTRUDER VOLUSIA 800,Suzuki Touring,2003
62269,"2,995",VL800 INTRUDER 800 VOLUSIA,Suzuki Touring,2001
59039,"1,885",VZ800 MARAUDER 800,Suzuki Touring,1999
32972,"1,985",VS700GL INTRUDER 700 1400,Suzuki Touring,1987
5,"7,399",SV650, Suzuki Sportbike,2023
5,"12,849",GSX-R750, Suzuki Sportbike,2023
555,"7,799",DR-Z400SM,Suzuki Dual Sport,2023
5,"7,849",SV650 ABS, Suzuki Sportbike,2023
520,"16,999",HAYABUSA,Suzuki Sportbike,2023
2,"8,599",BURGMAN 400, Suzuki Scooter,2023
406,"7,249",SV650,Suzuki Sportbike,2022
20962,"11,499",GSX-R600,Suzuki Sportbike,2022
5,"8,949",GSX-S750Z ABS, Suzuki Sportbike,2022
